idx	C3L-00102	C3L-00819	C3L-01637	C3L-02606	C3L-02610	C3L-02809	C3L-02899	C3L-03123	C3L-04072	C3N-00436	C3N-00518	C3N-02010	C3N-02589	C3N-02768	C3N-03780
ENSG00000007047.15	8.7119	8.4344	8.8716	9.0716	8.7911	8.5217	8.562	8.8501	8.5521	8.7115	8.712	8.6415	8.542	8.3522	8.2202
ENSG00000007062.11	12.4617	12.1942	12.2017	12.2917	12.2419	8.6217	10.7517	11.292	12.2416	11.5517	9.3618	12.4618	12.2816	11.8216	11.9419
ENSG00000007080.11	8.5319	8.5444	8.4316	8.7316	8.521	7.9918	7.8022	7.8076	7.9824	9.0516	8.9219	7.8013	7.6524	7.5126	7.8197
ENSG00000007129.18	5.0842	6.0257	6.361	5.7306	5.3129	6.092	6.0435	4.6805	6.0848	6.7107	6.2437	4.8385	4.9969	6.5735	5.49
ENSG00000007168.13	12.5517	12.7141	12.3817	12.4917	12.3319	12.8617	12.8016	12.4722	12.4716	12.2318	12.6916	12.6018	12.5016	12.6816	12.312
ENSG00000007171.18	3.7281	4.4189	3.8674	3.8674	3.0902	3.6831	4.0491	3.9117	3.9459	3.2698	4.2301	3.4028	3.6451	4.6191	3.4118
ENSG00000007174.18	7.6021	7.6446	8.2415	7.8915	7.6502	6.2719	6.0635	7.4361	7.4928	7.7913	6.843	8.5915	7.8923	7.7824	6.9978
ENSG00000007202.15	13.1717	13.2441	13.2317	13.0317	12.9919	12.7817	12.9616	13.0623	12.9316	13.3918	13.2116	12.9118	12.8816	13.0416	12.942
ENSG00000007216.15	4.8646	4.1499	4.4489	3.0542	6.0164	3.793	2.4739	3.2846	2.9601	2.6737	1.8756	1.0466	2.6584	1.8538	3.8857
ENSG00000007237.18	11.3017	11.8642	11.6217	11.7717	11.5218	12.2417	12.3816	10.0714	11.4916	12.0818	12.1816	11.6217	11.1517	12.0016	10.8818
ENSG00000007255.10	8.3119	8.0245	8.0815	8.5316	8.591	7.7318	7.3924	7.8477	7.5527	8.1414	7.8123	8.0314	8.1022	7.8324	7.8397
ENSG00000007264.15	6.5726	6.6651	6.8512	6.1709	6.7486	6.8619	6.6928	5.101	6.7137	7.8813	7.8623	5.089	6.2139	7.1729	6.1243
ENSG00000007306.15	9.9117	10.1442	9.4217	10.6117	9.4514	8.8817	8.302	6.9939	8.3922	8.9315	1.4701	10.3717	9.6218	8.3422	10.6217
ENSG00000007312.13	6.6625	6.905	7.6014	6.0408	6.4077	7.9718	6.8127	4.3395	6.1946	8.2514	7.5624	5.5197	6.2338	7.7125	5.8829
ENSG00000007314.12	4.7249	4.9874	4.519	4.4489	5.2626	7.5018	2.8883	4.4638	3.5899	4.3561	4.5385	5.3795	4.0815	5.1269	3.4118
ENSG00000007341.19	8.6619	8.8744	8.6516	8.8716	8.7911	9.3517	8.9019	9.2907	8.7821	8.6615	9.0719	9.3716	9.3019	8.5321	9.2512
ENSG00000007350.17	2.5068	3.0763	1.0312	1.0312	1.8021	4.3026	2.4739	0	1.825	2.9064	3.5453	2.3939	1.4638	2.1636	2.3597
ENSG00000007372.23	9.6818	10.5742	8.7316	8.3016	7.6001	8.9017	8.202	7.9581	7.8125	9.0316	11.8016	7.9414	10.1217	8.1123	8.5506
ENSG00000007376.8	8.6519	8.5744	8.4316	8.6016	8.611	7.2218	7.2524	7.8678	7.9025	8.8015	8.4721	7.8113	7.5225	7.5626	7.5492
ENSG00000007384.15	9.5418	9.5043	9.4817	9.3917	9.3014	9.5117	8.7919	8.3591	8.8121	9.6016	9.5618	9.0716	8.542	9.0919	8.8809
ENSG00000007392.16	10.2917	10.2042	10.2717	10.5117	10.5117	9.9117	10.4017	10.4116	10.2517	10.2617	10.1417	10.3317	10.3017	10.4417	10.2316
ENSG00000007402.11	8.7518	9.3243	8.3316	8.0515	7.1694	8.1518	7.9621	7.928	6.8035	7.6512	10.4017	7.3812	8.9819	7.3627	7.3086
ENSG00000007516.14	9.6218	9.7842	9.2616	9.1416	8.0206	8.4817	8.382	7.4261	6.8734	8.5215	11.4817	8.1514	9.2919	7.8224	8.3604
ENSG00000007520.4	9.1118	9.2943	9.1216	9.3917	9.4414	8.9017	8.342	9.0604	8.842	9.7016	9.1919	8.7516	8.882	8.792	8.8709
ENSG00000007541.17	10.0217	9.8342	10.4017	10.5617	10.6517	8.7117	8.6619	10.4717	9.5219	10.2517	9.8218	9.5816	9.2419	9.0619	10.1116
ENSG00000007545.16	9.9217	9.6343	10.1817	9.8417	10.0516	9.5617	9.7018	10.0414	9.6718	9.7016	9.8418	9.4416	9.1919	9.5618	8.991
ENSG00000007866.21	8.9618	9.0643	8.7416	9.3417	8.7911	9.6817	8.8519	8.4193	8.6021	8.8215	8.8419	8.4915	8.2621	9.1819	8.6007
ENSG00000007908.16	10.7517	7.6047	4.6993	7.8715	6.0465	9.4517	6.7628	6.5811	8.4822	7.7012	8.4221	5.4496	8.2521	7.2828	7.5692
ENSG00000007923.16	10.0817	10.0342	10.2217	10.1717	10.1616	9.6817	9.5218	10.4717	10.0118	10.2717	9.8818	10.0117	9.7718	9.8318	10.0416
ENSG00000007933.13	8.012	9.7643	7.7215	8.5716	8.2007	9.8917	9.7018	6.5307	5.9551	8.4014	9.3418	7.3412	7.9023	9.3919	7.7195
ENSG00000007944.15	9.7318	9.8842	10.3317	9.9517	10.1816	10.6717	9.8618	10.3116	10.0818	10.2417	9.9318	10.1417	10.5917	10.2617	10.1816
ENSG00000007952.18	0	1.5104	0	0	2.2479	2.984	2.2183	1.4627	1.4258	2.0846	2.4412	2.3939	1.8683	1.451	7.5291
ENSG00000007968.7	5.8431	5.786	6.1008	5.6105	5.1317	5.2222	6.533	5.3764	6.5339	6.1201	5.9043	6.0704	5.5851	5.6154	6.6968
ENSG00000008018.9	11.2517	11.4542	11.0417	11.1317	11.1718	11.5217	11.1517	11.0719	11.5016	11.5917	11.3617	11.2817	11.5517	11.2417	11.1518
ENSG00000008056.14	4.4655	5.3367	5.0398	5.1199	3.48	4.9723	4.8459	4.8244	4.7398	4.5167	6.6232	4.648	4.9271	4.3408	4.5083
ENSG00000008083.14	10.2217	10.1342	10.0517	10.0217	9.9516	9.8517	10.4817	9.4909	9.9318	9.8817	10.1517	9.8417	9.7118	10.0718	10.1616
ENSG00000008086.13	10.7517	10.4742	10.8417	10.8417	10.9018	10.2817	10.8717	10.7918	10.5317	10.4817	10.6117	10.9817	10.7617	10.9217	10.9218
ENSG00000008118.10	5.2339	6.2555	4.9697	5.5204	3.6128	4.8923	6.3032	4.8655	4.5212	5.5393	6.843	5.4095	4.6384	5.4458	4.7621
ENSG00000008128.23	8.5219	8.0445	8.3116	8.1315	8.2908	8.2118	8.192	8.1085	8.4122	8.5415	7.9622	8.4515	8.1422	8.2422	7.8197
ENSG00000008130.15	10.8317	10.7642	10.6017	10.8417	10.7317	10.7317	10.5717	10.6217	10.8317	11.1417	10.7017	10.4917	10.4417	10.5317	10.5417
ENSG00000008196.13	0	0	0	0	0	0	0	0	0	1.057	0	0	0	0	0
ENSG00000008197.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226.20	6.9623	6.805	7.5914	7.0113	7.4899	7.1318	6.9126	7.2352	6.8734	6.9008	7.0028	7.2511	6.4435	6.9331	6.8975
ENSG00000008256.16	10.5517	10.9242	10.8617	10.8217	10.1916	11.7017	11.0217	9.7612	10.2017	10.9517	10.8517	10.5317	10.3717	11.0617	10.1716
ENSG00000008277.14	9.5218	10.4942	9.8317	9.8217	8.641	10.7117	11.7017	8.5094	8.5521	9.6116	10.6517	9.7817	9.8118	10.9217	9.9915
ENSG00000008282.8	10.6817	10.8042	10.7417	10.7117	10.7517	11.3717	11.0917	11.392	11.0417	10.1317	10.6317	11.2717	11.3517	11.1217	11.1018
ENSG00000008283.16	10.9817	11.0842	11.8817	11.5317	11.6718	9.7217	9.8818	12.2722	10.9917	11.8418	10.8817	10.8217	10.7117	10.3817	11.8619
ENSG00000008294.21	12.7917	12.8441	12.7617	12.8717	12.8319	13.2417	13.2016	13.3623	12.9516	12.7918	12.7716	12.9918	13.1916	13.1516	13.102
ENSG00000008300.17	8.7319	9.2143	8.3616	7.7715	6.8889	7.8118	7.9721	7.4964	7.0732	7.7212	10.2017	7.3912	8.3221	7.5026	7.4289
ENSG00000008311.15	10.4217	10.4542	11.0317	11.4517	10.7817	11.4817	11.3817	11.5621	11.4316	10.5217	10.4317	11.3817	11.4117	11.0417	11.2118
ENSG00000008323.15	8.4519	8.2845	8.5416	8.7416	8.4609	7.7618	7.2624	8.299	8.2623	7.7813	6.9229	7.8414	7.7924	7.5626	7.4991
ENSG00000008324.11	8.2819	8.2945	8.1115	7.9415	7.9305	8.3518	8.1121	7.928	8.2623	7.9713	8.4321	8.0314	8.3221	8.2822	8.2503
ENSG00000008382.15	7.942	7.6346	8.3216	8.5416	8.7111	6.9718	7.3524	7.9681	7.5028	8.4915	7.7323	7.5813	7.3526	7.2428	7.9999
ENSG00000008394.13	9.9417	9.6543	8.3316	8.3216	9.5515	11.4417	8.222	9.6511	9.6018	9.1116	9.3818	8.2715	9.2719	7.8624	9.1811
ENSG00000008405.12	10.2717	9.9342	9.4917	9.7317	10.2216	9.6117	10.1317	9.3408	9.6218	9.6716	9.4418	10.0217	10.2117	9.9918	9.041
ENSG00000008438.5	4.007	3.4833	2.6316	3.3757	2.2479	2.984	2.2183	1.4627	2.1326	3.2698	2.6669	1.0466	2.6584	0.9042	1.2495
ENSG00000008441.16	9.5218	9.4743	10.3617	10.0817	10.0016	11.2517	11.3417	10.2215	9.3719	10.0217	10.5117	9.8217	9.3918	9.9718	9.3813
ENSG00000008513.16	11.9817	11.6342	12.0117	11.9017	12.1019	11.2817	11.6817	11.4721	11.5716	11.6317	11.4317	11.8417	11.4517	11.6016	11.9819
ENSG00000008516.17	7.772	6.5452	6.1609	6.7111	7.5701	6.5719	5.7639	5.356	6.9633	6.7807	6.7231	5.2092	6.6433	5.8947	5.5303
ENSG00000008517.17	11.7217	11.2742	11.3517	11.7117	11.4818	9.6217	10.6017	10.7818	13.0216	11.7518	10.3717	9.2116	11.6117	11.0217	10.3917
ENSG00000008710.20	11.4917	11.6542	11.7817	11.5317	11.4918	11.5117	11.0617	11.0519	10.4717	11.5617	12.2616	10.8717	10.5217	10.7917	10.5717
ENSG00000008735.14	7.892	8.4444	7.7114	7.5614	7.1694	6.9118	7.0526	7.195	6.8435	7.0809	9.2619	7.3712	7.8823	6.6534	7.2685
ENSG00000008838.20	10.0417	9.8742	10.1117	9.9517	10.1016	9.5017	9.7218	9.9713	9.8418	10.1317	10.0018	9.8417	9.4618	9.6218	9.6414
ENSG00000008853.17	9.5518	9.5643	9.9317	9.4817	9.2914	9.8017	9.3818	9.521	9.3519	9.9617	9.8918	9.4616	9.2519	9.5018	9.1411
ENSG00000008869.12	11.6717	11.4342	11.6217	11.6517	11.8118	11.3917	11.5617	12.0422	11.9516	11.6617	11.4417	11.7417	11.9516	11.5716	11.8819
ENSG00000008952.17	11.7617	11.8842	11.8217	11.7317	11.8419	12.8017	12.4016	12.9123	12.2516	11.6617	11.9716	12.5018	12.6216	12.3716	12.922
ENSG00000008988.9	13.6017	14.1341	13.8817	13.8617	13.9419	14.4817	14.1816	14.1424	13.9416	14.2318	13.9916	13.8718	14.4116	14.0216	14.222
ENSG00000009307.16	14.2817	14.4841	14.2217	14.1617	14.2519	14.9517	14.5316	14.5524	14.4316	14.3818	14.3716	14.4318	14.7116	14.4816	14.7821
ENSG00000009335.18	12.0517	11.9842	11.8517	11.8917	11.7618	11.7717	11.8417	12.0822	12.0616	11.8118	11.9016	12.0617	11.9616	11.8916	11.9919
ENSG00000009413.16	12.5417	12.6541	12.7017	12.6817	12.8819	13.0617	13.0516	12.9123	12.7516	12.2118	12.7016	12.9618	12.9216	12.8016	12.672
ENSG00000009694.13	7.772	8.1845	7.0113	6.9212	7.7403	9.0717	8.292	6.9738	6.6837	7.7412	8.9419	7.3112	7.4625	7.5726	6.6868
ENSG00000009709.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5463
ENSG00000009724.17	7.0823	7.3348	7.6114	7.0313	7.2095	7.1918	6.6528	7.8176	7.3129	6.5405	7.5125	7.6213	7.3127	7.083	7.1984
ENSG00000009765.15	8.7119	7.6846	8.0415	8.0415	8.8412	7.1118	7.3424	7.9581	7.243	8.2414	7.6224	7.4612	7.0529	7.2428	9.1111
ENSG00000009780.15	8.9818	9.2743	8.8616	9.0916	8.8712	9.6817	9.3018	9.2406	9.1819	8.9415	9.2619	9.4116	9.2619	9.3919	9.3312
ENSG00000009790.15	8.6219	8.5344	8.6216	7.9815	8.0506	8.5617	8.9219	6.7624	8.6721	9.3316	9.0219	7.6313	8.5221	8.9919	7.9799
ENSG00000009830.11	9.2318	9.6143	9.4417	9.3117	9.1813	8.5617	8.9819	9.1806	9.072	9.4116	9.6918	9.0916	9.1219	9.3119	9.0711
ENSG00000009844.16	10.1817	10.2642	9.8717	9.9717	10.0116	10.3617	10.3417	10.0614	10.4117	9.8217	10.1517	10.2917	10.4517	10.2917	10.4417
ENSG00000009950.16	8.9718	9.3443	8.8916	8.7516	8.9312	8.7017	7.2524	8.2789	7.8525	8.1514	10.5217	8.2415	8.2821	7.9423	7.5592
ENSG00000009954.11	12.0917	12.0742	11.9717	12.0317	11.9719	12.1717	12.1817	11.9622	12.0716	12.2418	12.2816	12.1117	12.0816	12.2416	12.1019
ENSG00000010017.13	10.1217	9.9342	10.0617	10.1417	10.0516	10.2617	10.6617	10.2415	10.5017	9.8317	9.9818	10.1017	10.2417	10.2817	10.1916
ENSG00000010030.14	7.6821	7.7046	6.9712	7.1513	6.1268	6.092	6.8427	5.4273	8.0324	7.3811	6.9029	6.6909	7.1228	6.9831	6.3655
ENSG00000010072.16	8.9418	9.1343	9.0116	8.7916	8.7011	9.0017	9.0919	8.9102	9.3619	8.8915	8.9019	9.1016	9.1419	9.0119	8.8709
ENSG00000010165.20	10.0617	9.7343	9.8117	9.7517	9.6515	9.2217	9.5218	9.5109	9.7418	10.0317	9.8518	9.5716	9.5118	9.7018	9.2011
ENSG00000010219.13	8.6919	9.2743	8.9116	8.9116	8.6711	9.0017	9.3218	8.6698	8.912	9.2416	8.9819	8.8116	9.3519	9.0919	8.8409
ENSG00000010244.18	12.9717	13.0541	12.7817	12.8717	12.8819	13.1817	13.2216	13.2023	13.2116	12.5218	12.9116	13.2518	13.2016	13.3516	13.202
ENSG00000010256.11	11.4917	11.4942	11.3417	11.5617	11.7018	10.5517	10.5817	11.442	11.3416	11.5617	11.1917	11.1517	11.2217	10.9217	11.2318
ENSG00000010270.13	9.6518	9.9742	9.3017	9.5717	9.3914	9.9017	9.9018	9.4108	9.9818	9.7216	9.8818	9.6417	10.1217	9.8018	9.5614
ENSG00000010278.14	11.7117	11.8342	11.4517	11.5717	11.2018	11.3917	11.4517	10.7018	12.1916	11.8818	11.1317	11.6017	11.8816	11.9216	10.7518
ENSG00000010282.15	5.0842	4.9375	5.3802	5.8106	3.0902	2.9141	2.4739	0	3.8667	4.9681	5.8144	5.5197	2.6584	3.904	3.2146
ENSG00000010292.13	10.5917	10.1742	10.4817	10.3117	10.3417	9.7717	10.2517	10.2615	10.3417	10.3717	10.1317	10.2517	10.0318	10.2617	10.0215
ENSG00000010295.19	8.9218	9.4143	9.1616	9.2316	9.0413	9.5517	9.2918	8.5595	9.022	9.5616	9.6418	8.8616	8.9019	9.3019	8.4405
ENSG00000010310.9	8.8618	9.0943	8.2815	8.4216	8.0506	7.6518	7.6422	8.0383	7.8025	7.8013	9.6218	7.8914	8.782	7.4027	8.4005
ENSG00000010318.21	6.6825	6.7251	7.0513	6.7212	7.0592	6.7219	6.533	7.2352	7.273	6.4505	6.1938	6.941	7.1628	6.2939	7.2385
ENSG00000010319.7	8.9318	9.5043	8.6016	8.7316	9.4714	11.1417	8.512	8.0082	7.6626	8.9916	9.2719	8.2415	8.682	8.3721	7.6494
ENSG00000010322.16	12.0917	12.4642	12.2117	12.0617	11.8519	12.2917	12.0517	11.5421	11.3616	12.1918	13.2116	11.8017	11.3917	12.0916	11.5919
ENSG00000010327.10	12.5117	12.7441	12.6117	12.2217	12.7919	13.0217	12.6416	11.0719	11.5816	13.7518	13.6116	12.1318	11.9516	12.6216	11.1818
ENSG00000010361.14	8.2319	7.7846	8.3216	8.5616	8.3809	7.8218	7.3624	7.8778	7.9425	7.9913	8.1622	8.1414	7.7524	7.2928	7.7095
ENSG00000010379.16	1.5218	2.7197	2.6316	2.0466	2.2479	3.6831	3.5819	3.0023	1.825	3.2698	3.3077	2.6568	3.0125	3.3993	3.2146
ENSG00000010404.18	11.8917	12.4042	11.9317	11.8317	11.3618	12.6817	12.5816	11.8221	11.8816	11.8118	12.6316	11.5917	12.4316	12.0316	11.7319
ENSG00000010438.16	11.5217	11.6142	13.4317	12.9317	16.3519	5.1922	5.3247	14.7924	14.1616	16.1018	6.9829	10.6617	13.7116	11.4217	14.302
ENSG00000010539.11	8.4719	8.3045	8.2215	8.0315	8.3609	8.5317	8.372	8.0684	8.6221	8.4515	8.602	8.6215	8.582	8.682	8.3604
ENSG00000010610.10	10.9617	11.0242	11.1417	10.8017	10.4917	10.8117	11.5017	9.1004	10.9217	11.4217	11.2017	10.4817	10.4517	10.8517	9.7614
ENSG00000010626.15	7.1223	7.4447	7.6514	7.5614	7.3197	7.7618	6.9826	7.1749	7.253	7.211	7.6724	7.6713	7.0329	7.1629	6.737
ENSG00000010671.16	9.0118	9.2943	9.5017	9.3017	8.9112	9.2917	10.0917	7.2352	9.3719	9.8717	9.3019	9.2016	9.2619	9.9918	8.4805
ENSG00000010704.18	9.4118	9.3443	9.4417	9.4217	9.7915	9.7617	9.6318	9.6211	9.3719	9.6916	9.3219	9.5616	9.3718	9.3919	9.8915
ENSG00000010803.16	10.3817	10.2942	10.6317	10.6217	10.4617	9.9117	10.0117	10.8418	10.7017	10.3417	10.1717	10.5117	10.4717	10.4217	10.5217
ENSG00000010810.17	10.2917	10.3642	10.2117	10.4017	10.4317	11.4017	11.0717	9.6411	10.1318	10.8017	11.0317	10.0317	10.3517	10.9017	9.8515
ENSG00000010818.10	12.3017	12.2642	12.3617	12.5417	12.4619	11.9017	12.2817	12.1622	12.3916	11.9418	11.7816	12.1618	12.3516	12.2516	11.5619
ENSG00000010932.17	8.4819	8.6844	8.6116	8.7716	9.2414	9.5217	9.7518	7.8778	8.2223	9.2916	9.0819	8.6215	8.9219	10.2117	7.7896
ENSG00000011007.12	11.3717	11.2942	11.3317	11.3517	11.3418	11.0017	10.9617	12.0522	11.6016	11.2217	11.1717	11.4417	11.3917	11.1517	11.4319
ENSG00000011009.11	10.4217	10.1942	9.9817	10.1617	9.8115	8.7117	9.1018	9.2306	9.9918	10.2917	9.9518	9.5116	9.6118	9.5218	9.7915
ENSG00000011021.23	9.3918	9.6143	9.7017	9.4917	9.5415	9.7517	9.7218	9.4208	9.4419	9.4916	9.7118	9.4116	9.4118	9.6418	8.961
ENSG00000011028.14	11.7517	11.8642	11.9917	12.2617	11.6918	12.0817	12.9916	10.5217	11.4816	12.0818	12.2816	11.6517	10.8017	12.4616	10.6117
ENSG00000011052.21	6.7325	6.7951	6.7912	6.8812	0	5.752	6.7927	7.0744	7.6227	8.3114	7.4225	7.7413	6.5933	6.0045	6.1846
ENSG00000011083.9	2.923	3.3641	3.5162	2.3696	0	2.7943	3.88	0	3.7777	3.8035	3.6543	2.6568	2.8451	2.4167	3.7419
ENSG00000011105.14	10.8217	11.5042	10.8117	11.2717	10.7117	11.2617	11.3917	10.1715	10.3117	11.2917	11.0817	11.2217	10.5117	10.8817	10.4117
ENSG00000011114.15	11.3017	11.2842	11.4417	11.4117	11.4018	11.2517	11.3117	11.6921	11.2517	11.1817	11.1317	11.5617	11.3717	11.3617	11.1618
ENSG00000011132.12	8.7119	8.4844	8.6016	8.7316	8.6711	7.6118	7.6123	7.7273	8.1523	9.0116	8.4421	7.8614	7.9123	8.1622	7.8898
ENSG00000011143.17	8.2019	8.1445	8.4916	8.4016	8.6711	8.0018	8.0321	8.5195	8.3023	8.4415	8.1122	8.2315	8.4221	8.3322	8.1401
ENSG00000011198.10	10.4717	10.2342	9.5317	10.0517	9.8916	10.4717	10.2617	9.9613	10.7617	9.6016	9.6518	9.9917	10.4517	10.0718	10.1216
ENSG00000011201.12	8.9218	9.1743	8.5516	9.2616	7.8904	9.9317	9.9817	6.7826	9.4419	9.3116	9.0519	8.8716	9.2619	9.7418	8.9209
ENSG00000011243.18	10.3217	10.2842	10.0117	10.4317	10.3817	9.8717	9.5718	9.9313	9.9618	10.2017	10.2017	10.1017	9.7818	9.8118	9.9515
ENSG00000011258.16	10.2317	10.1042	10.2717	10.3217	10.5817	10.3317	10.4717	10.9719	10.6717	9.9017	9.8818	10.6117	10.6017	10.2517	10.1416
ENSG00000011260.14	9.9617	9.7842	9.4617	9.7917	9.5915	9.5417	9.7418	9.6511	9.8318	9.7917	9.9018	9.8617	9.9318	9.7118	9.7014
ENSG00000011275.18	11.2617	11.3442	11.4317	11.3717	11.2618	11.4717	11.2717	11.452	11.2117	11.5317	11.3817	11.2017	11.2517	11.4617	11.0518
ENSG00000011295.16	10.5517	10.6642	10.6917	10.6417	10.7017	10.3317	10.3317	11.0719	10.8217	10.2417	10.4417	10.7917	10.9417	10.6417	10.9418
ENSG00000011304.20	11.8817	11.6042	11.7717	11.8317	11.7618	11.3217	11.3917	11.6621	11.5116	11.7618	11.5417	11.6017	11.3217	11.4417	11.4319
ENSG00000011332.19	1.9343	3.0763	1.6214	1.0312	1.8021	2.7943	3.205	1.4627	0	1.057	4.3594	2.0694	0	2.1636	0
ENSG00000011347.10	9.9917	10.9042	9.8517	9.6317	8.4609	9.3617	9.9318	8.4493	8.3023	9.3616	11.9316	9.6217	9.5518	9.5118	8.7708
ENSG00000011376.12	10.1717	9.9142	9.8617	9.9617	9.7915	9.5017	9.6918	9.9713	9.9318	9.9617	9.8618	9.8817	9.7718	10.0818	9.8115
ENSG00000011405.13	12.2317	12.2842	12.1817	12.1117	12.1819	12.8517	12.5716	12.4722	12.3516	11.9618	12.3016	12.5218	12.6416	12.5816	12.452
ENSG00000011422.12	10.6117	10.3742	9.6317	9.8917	9.0513	9.1217	9.5618	7.8377	10.8417	9.7917	9.7518	8.8916	9.6818	9.1919	9.8815
ENSG00000011426.11	8.4319	7.6546	7.4914	7.3514	6.5481	6.5019	8.5919	5.4273	7.9624	7.7713	8.0122	8.1114	7.3926	7.4826	8.9209
ENSG00000011451.21	9.3818	8.9543	9.8917	9.7917	9.5115	9.2117	9.4018	9.8713	9.1719	9.3816	9.4118	9.1816	8.862	9.1119	9.1411
ENSG00000011454.17	11.4717	11.3542	11.4317	11.4717	11.5618	11.4117	11.3417	11.6821	11.5116	11.3817	11.3317	11.3817	11.5217	11.3517	11.2018
ENSG00000011465.17	14.2817	15.4241	14.4917	15.1117	15.3619	17.1617	16.3116	13.8124	14.0016	16.0518	16.4216	14.8018	15.0116	15.9016	14.642
ENSG00000011478.12	7.7021	7.8646	8.0315	8.2815	7.9805	7.3118	7.4123	8.6397	7.9524	7.8613	7.5025	7.9314	7.6824	7.6225	8.3304
ENSG00000011485.15	10.0817	10.1342	9.9117	10.1617	9.9816	9.7617	9.8018	9.7312	9.7918	10.2117	10.2417	10.3717	9.8418	10.0218	9.6414
ENSG00000011523.14	10.9817	11.1942	11.3717	11.2617	11.3318	11.6417	11.0217	11.6421	11.2817	10.8217	11.0517	10.9317	11.0517	11.1917	11.2018
ENSG00000011566.15	10.6417	10.6942	10.8117	10.6117	10.6217	11.9417	11.3117	11.0619	11.0817	10.5617	10.7817	11.1117	11.1217	11.2317	11.1418
ENSG00000011590.14	5.0443	4.9874	5.5504	5.4203	5.6749	5.1922	4.517	5.5392	5.4665	5.1084	5.0464	4.9988	4.7777	4.9775	5.0254
ENSG00000011600.12	10.2617	10.3342	10.0817	10.2717	9.9016	9.7517	10.6417	7.7975	10.4217	10.8317	10.2917	9.9517	9.9818	10.4517	9.4713
ENSG00000011638.10	9.2418	9.8442	9.5917	9.4817	9.5615	10.8117	9.5418	9.3307	9.4019	9.8617	9.8518	9.6117	9.5518	9.8718	10.1316
ENSG00000011677.13	2.2498	3.2251	0	1.6214	1.1699	2.5648	1.4958	0	0	1.057	0.9183	0	0.9136	2.1636	1.2495
ENSG00000012048.23	8.5119	8.5744	8.6716	8.3616	8.8412	8.5017	8.9219	8.6597	8.972	8.6315	8.8719	8.7616	8.582	8.722	9.0911
ENSG00000012061.16	10.6117	10.8842	10.6417	10.7117	10.9018	10.5817	10.4817	10.5117	10.3617	10.8017	10.8017	10.6117	10.2817	10.6617	10.4217
ENSG00000012124.17	7.1223	7.0949	7.6214	7.1713	6.0967	8.5417	7.7322	4.8655	6.9533	8.1514	7.8623	6.4807	6.6832	8.0923	6.4559
ENSG00000012171.20	10.0117	10.1342	10.4117	10.4117	10.6617	9.5017	8.5819	9.7612	10.1618	10.4617	9.1019	9.2816	9.5418	8.662	9.6514
ENSG00000012174.12	9.2118	9.1643	9.6017	9.4017	9.4214	9.7617	10.1317	10.2515	9.5319	8.6715	9.3718	9.5016	9.8818	9.7318	9.3212
ENSG00000012211.13	6.8924	7.0549	7.1113	7.1113	6.8288	6.7419	6.3431	6.9939	7.0832	7.1009	7.1527	6.8309	6.5634	6.5835	6.5864
ENSG00000012223.13	10.8517	10.8742	9.3517	9.7717	9.2614	8.1418	6.8627	9.551	10.1718	9.3216	7.2626	9.5916	8.3221	8.6121	10.4817
ENSG00000012232.9	11.1217	11.1342	11.0317	11.0517	10.7617	10.4417	10.6617	10.9019	10.8617	10.9317	11.0117	10.7617	10.7517	10.7617	10.6717
ENSG00000012504.15	8.9718	8.6144	8.6316	8.9416	9.0513	5.962	7.3224	7.3759	8.6121	8.3714	2.6669	9.5916	8.8919	9.1219	7.6193
ENSG00000012660.14	11.7017	11.5342	10.7517	11.0917	10.8518	12.3917	11.8017	9.6711	11.5016	11.0217	11.2417	11.1717	11.3517	11.7116	10.7818
ENSG00000012779.11	11.5617	11.1742	11.1117	11.0217	10.3717	9.8017	10.7417	9.9013	10.7617	11.2917	10.8317	11.1117	10.4817	10.5517	11.1218
ENSG00000012817.15	12.0517	11.8942	2.8631	2.3696	12.2219	11.6617	11.8517	0	11.8016	2.0846	11.7616	0	11.6816	12.1816	0
ENSG00000012822.16	11.8017	11.5942	11.9217	11.7917	12.1819	12.1317	11.5417	11.6621	11.7416	11.6718	11.6217	11.3017	11.6916	11.6616	11.7819
ENSG00000012963.15	10.2117	10.1842	10.2317	10.2717	10.1916	10.2617	10.4217	10.4817	10.4917	10.3817	10.2617	10.4817	10.5617	10.3717	10.5217
ENSG00000012983.11	11.0017	11.1642	10.8117	10.9317	10.8117	11.6417	11.8217	10.8819	11.2317	10.7817	11.0117	11.4717	11.4317	11.4717	11.1618
ENSG00000013016.16	8.8818	9.6143	9.2016	9.1916	8.0506	9.6117	9.8218	7.2955	8.4622	9.6016	10.0218	9.0216	8.632	9.8218	8.941
ENSG00000013275.8	10.7717	10.7742	10.4717	10.4117	10.3617	10.2017	10.1417	9.9814	10.4217	10.9417	10.7417	10.3117	10.3017	10.5617	10.4417
ENSG00000013288.9	10.8617	10.9542	11.1717	10.8617	11.4318	11.1417	10.5917	10.9619	10.2917	11.1717	11.2117	10.6017	10.4617	10.7617	10.7918
ENSG00000013293.6	9.1518	9.5043	8.3316	8.1715	7.6301	8.2818	8.7219	8.0784	7.6227	8.0313	10.6017	8.2315	9.2419	7.6525	8.3003
