idx	C3L-00102	C3L-00819	C3L-01637	C3L-02606	C3L-02610	C3L-02809	C3L-02899	C3L-03123	C3L-04072	C3N-00436	C3N-00518	C3N-02010	C3N-02589	C3N-02768	C3N-03780
ENSG00000146857.4	1.9047	0	0	0	0	0	0.9372	0	0.8857	0	0	0	0	0	0
ENSG00000146858.8	7.2722	7.4747	7.3214	7.1013	6.8087	7.4618	7.2724	6.9939	6.7935	7.1009	7.6324	6.951	6.6033	6.5436	7.3387
ENSG00000146859.6	9.9217	10.0842	10.0317	10.0017	10.3917	10.1617	9.9318	9.551	10.1618	10.5617	9.8618	9.7717	10.0318	10.1517	9.6014
ENSG00000146872.17	10.5317	10.4942	10.3417	10.4817	10.4017	10.4617	10.5117	10.4417	10.5017	10.3917	10.5017	10.5517	10.4717	10.5417	10.3417
ENSG00000146904.9	9.2818	8.6944	8.9316	8.8116	8.8712	6.7219	7.3524	8.5395	8.5422	9.0116	8.552	8.5315	8.4721	8.962	8.6707
ENSG00000146909.8	9.9417	9.7543	9.9717	10.3617	10.0416	9.6417	9.5418	10.1915	9.9718	9.8617	9.5518	10.2117	9.8218	10.0718	9.9015
ENSG00000146910.12	0	0.9577	2.0466	1.0312	2.4995	1.9863	0.9372	4.9168	0.8857	0.5758	0	3.0605	0.9136	2.4167	5.0254
ENSG00000146918.20	9.0418	8.7944	8.8116	8.7516	8.621	8.6317	8.7019	8.4092	9.122	8.9115	8.742	8.8016	8.9019	8.942	8.981
ENSG00000146926.11	0	0.948	0	0	0	1.9863	0	0	0	0	2.1869	0	0	0	0
ENSG00000146938.16	6.7824	8.2445	7.3814	7.9515	7.53	8.8717	9.8218	6.7322	7.4828	8.1514	8.3621	6.5708	7.9623	9.2519	6.2047
ENSG00000146950.13	9.2018	8.7944	9.5417	9.3417	9.3614	7.9918	8.562	9.4909	9.082	8.1314	9.6518	8.7215	8.9319	8.672	8.8209
ENSG00000146955.11	7.2822	7.1349	7.1513	7.1913	7.6001	4.4225	5.8538	8.2188	7.3829	7.6612	6.7031	7.2812	7.2927	6.4837	8.4105
ENSG00000146963.18	10.4317	10.7042	10.5317	10.7917	10.6217	11.1617	10.9417	10.8618	10.6217	10.1017	10.6117	11.0217	10.8017	10.8917	11.0518
ENSG00000146966.13	9.0618	9.2843	9.1016	9.1816	9.3114	9.5817	9.1718	8.9803	8.832	9.1416	9.6618	8.6615	9.2419	8.802	9.041
ENSG00000147003.7	6.8124	7.5247	6.441	7.1313	7.0092	5.6221	7.2424	5.7828	7.1531	6.3203	5.7745	7.6813	8.1222	7.2828	6.4559
ENSG00000147010.18	10.4817	10.4842	10.1917	10.1417	10.0416	10.8117	10.8917	8.9703	10.0618	10.8317	10.8317	10.0617	10.1217	10.6917	9.8415
ENSG00000147027.4	9.5618	9.9042	9.6317	9.8917	9.6015	12.1317	11.1017	9.8212	10.2417	9.3116	9.8018	10.1417	10.6017	10.6517	10.7217
ENSG00000147036.12	5.4336	5.6761	4.4489	4.8796	4.243	6.6519	5.4444	4.9987	5.1976	4.7976	5.4453	5.1291	5.9443	4.9376	7.5391
ENSG00000147041.12	8.2919	6.865	7.6814	7.4814	8.0106	5.5621	5.4844	9.551	8.6121	7.9713	7.7224	8.1114	7.8023	6.3239	9.6214
ENSG00000147044.21	11.2317	11.1242	11.2017	11.1617	11.0718	10.9617	11.4617	11.152	11.2617	11.3817	11.0817	11.0417	11.2217	11.2617	11.0518
ENSG00000147050.15	10.9517	10.7142	11.4417	11.5217	10.8718	10.4917	10.7417	11.6421	11.0117	11.3517	10.6217	11.4717	10.9517	10.8317	11.2819
ENSG00000147059.8	6.4926	6.3754	6.9312	6.5911	6.4478	6.6019	6.6528	6.5609	6.2944	6.5606	6.4834	6.2505	6.4835	6.4237	6.1444
ENSG00000147065.17	13.7517	13.8141	13.3117	13.4917	12.8719	13.9417	13.7716	11.7221	13.6516	13.8018	13.6616	13.2618	13.2816	13.8516	13.012
ENSG00000147081.15	0	1.5104	0	0	0	0.9909	0	0	0	0	0	0	0	0	0
ENSG00000147082.18	5.2739	5.6262	5.3802	5.7005	5.3532	5.1122	5.1651	5.6001	5.0582	5.359	5.0066	5.1792	5.3457	5.3262	5.0861
ENSG00000147099.21	10.0117	10.1642	10.1117	10.1717	10.2617	10.1517	10.1117	10.0914	10.2417	10.0017	10.0218	10.3717	10.1617	10.2117	10.3717
ENSG00000147100.11	9.5418	9.5243	9.7317	9.6817	9.6815	10.6817	10.2917	9.1505	9.5319	9.9117	10.2817	9.8117	9.0419	9.6218	9.3913
ENSG00000147113.17	9.3118	9.2843	9.5117	9.0616	9.2914	10.6917	9.1018	8.8901	8.7521	9.5116	9.8718	9.0916	9.1919	9.2319	9.2011
ENSG00000147117.8	6.7225	6.855	6.6011	6.2209	6.7085	7.0318	7.1125	7.5767	6.7736	6.2803	6.9329	7.3412	7.1927	7.053	7.4991
ENSG00000147118.12	9.0318	9.1043	8.8016	8.7016	9.0613	8.9317	9.1318	9.1705	9.4019	8.8815	8.8719	9.0616	9.2219	8.922	8.8809
ENSG00000147119.4	6.8824	6.7751	6.8312	7.6514	6.6584	7.4318	7.5823	5.9651	5.9551	6.9709	7.6024	7.4012	6.0142	6.5536	6.2047
ENSG00000147121.16	8.5419	8.7244	8.6216	8.4916	8.8712	9.1317	8.8019	8.81	8.6921	8.7215	8.822	8.8416	8.762	9.0019	8.6807
ENSG00000147123.10	10.3017	10.3242	10.0717	10.2817	10.5617	9.7317	9.4618	10.1915	10.0618	10.6017	10.3817	9.7617	9.8918	9.6918	10.1116
ENSG00000147124.12	9.4218	9.5443	9.5217	9.2416	9.4214	9.5817	9.5718	9.7512	9.4119	9.5416	9.7218	9.6917	9.5618	9.7518	9.4713
ENSG00000147127.8	2.2498	2.236	2.6316	1.0312	0	1.9863	2.2183	1.4627	2.1326	1.6554	1.8756	2.3939	2.1791	2.995	1.2495
ENSG00000147130.14	10.1617	10.1342	10.3517	10.1917	10.0616	10.0017	9.9218	9.9513	9.9918	10.2117	10.3117	10.0617	9.9218	10.1317	9.8215
ENSG00000147133.15	11.6017	11.5442	11.8517	11.7517	11.8719	11.8317	11.7917	11.9722	11.4616	11.7618	11.7017	11.5917	11.6916	11.6816	11.4419
ENSG00000147138.2	7.982	7.5347	7.9515	6.9612	7.1694	9.2417	9.2318	7.0744	8.3622	9.1816	9.3019	7.4712	8.9619	9.7318	8.2102
ENSG00000147140.16	12.9517	13.0641	12.8617	12.9717	12.9319	12.7417	12.7516	12.7123	12.9116	13.0518	12.9216	12.8118	13.0716	12.8816	13.222
ENSG00000147144.13	7.852	7.1349	7.9615	7.8615	7.7303	6.4419	6.8027	7.8276	7.4328	7.3911	7.4425	7.4012	7.4126	6.5236	7.8798
ENSG00000147145.12	3.7281	4.8477	4.4489	4.519	3.2854	5.762	6.513	4.2149	3.8667	5.2387	5.2259	4.4775	4.1511	5.3262	4.5287
ENSG00000147155.11	9.3918	9.1943	8.6616	9.2016	8.8412	8.0418	8.222	8.8401	9.5818	9.1416	8.642	8.6015	8.772	8.6121	8.9009
ENSG00000147160.9	0	1.5104	2.3696	1.0312	1.8021	0.9909	1.4958	2.1681	2.1326	2.0846	1.4701	0	0	0.9042	0
ENSG00000147162.14	13.1717	13.0341	13.3617	13.3517	13.6119	13.1117	13.3916	13.6423	13.4416	13.1618	13.0116	13.2718	13.4716	13.4316	13.652
ENSG00000147164.12	10.4117	10.6342	10.2617	10.3917	10.2016	10.3917	10.0917	9.9914	10.2217	10.5017	10.5317	10.2017	10.3117	10.2817	10.3917
ENSG00000147166.11	4.8646	5.0672	5.0098	4.519	4.1112	5.0223	4.1983	2.1681	4.4715	4.9681	3.9321	4.4775	4.0815	5.1269	4.4371
ENSG00000147168.13	8.1819	7.7046	8.3016	7.2213	7.4599	7.8818	9.3018	6.7826	8.5222	8.9916	8.672	7.2111	8.1322	8.932	7.8898
ENSG00000147174.11	7.0823	7.1049	7.1113	6.7312	7.1093	7.0918	6.9426	7.5165	7.3129	7.9113	7.1827	7.2211	7.0329	7.3028	7.0279
ENSG00000147180.16	8.7119	8.9743	8.7916	9.0516	8.9812	8.3318	9.0519	9.6811	9.2819	8.3214	8.2321	9.4316	9.7218	9.0419	9.1011
ENSG00000147183.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147202.18	10.9217	11.0042	10.7517	10.9617	10.9018	11.6617	11.3817	10.7018	11.2217	10.6117	11.0517	10.9417	11.1617	11.1817	10.9918
ENSG00000147206.17	6.2328	4.7579	3.225	3.6367	4.3949	1.5678	3.6912	4.4638	2.9601	5.4291	5.5051	4.1765	3.4174	2.995	6.7269
ENSG00000147223.6	2.7346	2.3148	3.737	2.6316	2.8839	1.9863	1.661	2.2842	3.3434	3.5922	1.9338	3.1511	2.3548	2.6416	2.3597
ENSG00000147224.12	9.6918	10.0842	9.7017	9.6817	9.3314	9.8317	9.7118	9.3007	9.4119	9.7917	10.3417	9.4516	9.5418	9.6718	9.5113
ENSG00000147231.14	8.3519	8.9443	7.5514	8.0015	7.2496	7.9818	8.382	7.6872	7.4129	7.7212	9.8718	8.1114	9.3019	7.9323	7.6894
ENSG00000147234.10	5.7433	6.2355	5.2301	5.0098	4.8898	5.762	5.7339	5.1725	4.4715	5.6595	7.6424	5.3795	6.5534	5.2963	4.8331
ENSG00000147246.10	0.9565	2.4924	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147251.15	11.1017	11.3842	11.1217	11.0617	10.5217	12.5317	12.3616	9.4309	11.2217	11.3917	11.4917	11.3617	11.4417	12.1016	10.7918
ENSG00000147255.19	8.5019	8.1645	6.8912	7.5914	7.9205	7.2518	6.513	7.8076	6.2345	6.8708	7.9722	7.6613	7.0229	7.6725	8.1602
ENSG00000147256.12	2.2498	4.2196	0	2.3696	1.1699	3.1537	5.0852	0	0.8857	2.0846	4.5882	1.0466	0	1.451	1.9034
ENSG00000147257.15	9.9917	10.1542	9.9517	9.8617	10.7317	12.1117	9.9218	9.9814	9.9518	10.3517	10.6917	9.3516	10.2517	10.0418	9.0911
ENSG00000147262.4	7.7421	8.3744	6.401	5.7606	3.9996	4.8923	5.5742	4.5775	4.0945	6.5005	9.6418	5.9502	6.3736	4.9376	5.4497
ENSG00000147274.14	12.5017	12.5342	12.3717	12.5117	12.3819	12.6417	12.6116	12.4522	12.7916	12.3318	12.4116	12.5818	12.8616	12.7116	12.582
ENSG00000147316.13	10.2417	10.3142	10.4717	10.2917	10.2316	10.4117	10.5217	10.6818	10.7217	10.3917	10.2817	10.5917	10.6217	10.6417	10.5117
ENSG00000147324.11	10.7117	10.4042	10.5417	10.4517	10.8017	10.3517	10.4217	9.9914	10.5517	10.4617	10.3517	10.1517	10.3317	10.1817	10.0516
ENSG00000147364.17	10.7017	10.9242	11.1617	10.9217	11.0818	10.8717	10.7217	11.8321	11.3716	10.6717	10.5517	10.9717	11.4217	10.8717	11.0918
ENSG00000147378.11	0.9565	1.5104	1.6214	0	0	0.9909	0	1.4627	1.4258	2.0846	1.4701	0	0.9136	1.451	0
ENSG00000147381.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147383.11	8.5919	8.7344	8.3716	8.1415	8.4609	8.4117	8.302	8.0182	8.5322	8.7815	8.682	8.2415	8.1222	8.3921	8.2102
ENSG00000147394.18	9.1718	8.7344	9.0216	8.9116	8.641	8.4017	8.7019	8.1185	8.7721	8.5815	9.1319	8.8416	9.2219	9.1019	9.6214
ENSG00000147400.10	9.7118	9.9542	9.4817	9.7417	9.7415	10.2517	9.8618	9.4609	9.6418	9.7216	9.8418	9.9417	9.7318	10.0618	9.8115
ENSG00000147403.16	14.8317	14.9941	15.1317	15.1617	15.1919	15.1517	14.6316	15.5124	15.1116	15.5118	14.9516	14.7718	15.3316	14.7216	15.6321
ENSG00000147408.14	9.9717	10.3842	9.6717	9.6317	9.8916	10.8217	10.4517	9.6211	9.9818	10.0617	11.0617	10.2517	10.3617	10.0918	8.981
ENSG00000147416.11	11.9517	12.1242	11.8717	11.8317	11.3318	11.2917	12.2417	10.8018	11.9916	12.0318	11.9516	11.7617	12.0216	11.9416	11.3419
ENSG00000147419.19	10.1617	10.2042	10.1517	10.0417	10.2717	10.5617	10.2317	10.6418	10.4517	10.0617	10.2217	10.3017	10.6517	10.0218	10.7017
ENSG00000147421.18	10.5417	10.4142	10.8317	10.4817	10.5717	10.5517	10.7217	10.7718	10.5717	10.4217	10.4017	10.3517	10.6617	10.7517	10.1916
ENSG00000147432.7	4.8646	4.8976	3.8674	4.6993	3.6128	0	1.4958	6.2583	5.088	4.6873	0	6.0203	5.605	4.2017	5.8426
ENSG00000147434.9	6.2728	5.1869	5.3502	4.519	4.3038	3.3035	4.9157	3.9117	4.2333	4.1955	3.4265	5.9703	4.957	5.785	5.1973
ENSG00000147437.10	6.9224	6.9949	7.2413	6.8512	7.2396	7.0518	7.1925	6.9537	7.3429	7.0409	6.843	7.4112	7.5425	7.4926	7.3487
ENSG00000147439.13	9.2318	9.0043	8.7216	8.9616	9.0513	8.9817	8.492	8.6698	9.002	9.0916	8.692	8.7916	8.832	8.682	8.7908
ENSG00000147443.13	8.3519	8.2445	8.1615	7.8215	8.501	8.4117	8.1521	6.4097	7.8425	9.4616	9.1219	7.2211	7.4725	8.4721	7.7796
ENSG00000147454.14	11.0917	10.6342	10.8917	11.2617	11.1818	10.1617	9.9817	11.6821	11.9916	10.7117	9.9918	10.7817	10.8917	10.0918	11.1818
ENSG00000147457.14	10.2817	10.1942	10.3317	10.3217	10.2016	9.8817	10.1017	10.0214	10.0218	10.5417	10.1517	9.9617	10.0218	10.2517	9.9615
ENSG00000147459.18	11.7817	11.6642	11.8217	11.6117	11.5918	11.6017	11.8817	11.412	11.8616	11.5517	10.9117	11.5917	11.7116	11.9016	11.4919
ENSG00000147465.12	6.013	5.3067	5.7105	5.4103	5.8658	5.962	6.4131	5.9448	6.1048	5.5193	5.5251	6.0003	5.635	5.1966	6.265
ENSG00000147471.12	10.1117	10.3342	10.2417	10.2717	10.4017	10.4117	9.9318	10.8719	10.3817	10.5217	10.3317	10.3717	10.5417	10.1817	10.7318
ENSG00000147475.17	11.2017	11.0742	11.2717	11.3217	11.4718	11.3117	10.9217	11.9322	11.3516	11.2217	10.6517	11.5917	11.4217	11.2417	11.6919
ENSG00000147481.17	6.4326	7.5647	4.7394	5.0298	4.9503	5.842	5.714	5.661	4.2432	5.2387	8.792	5.5998	7.5125	4.8182	5.8728
ENSG00000147485.13	4.0867	3.4833	4.7594	4.5791	4.7688	4.6224	4.268	4.6805	4.2928	4.4264	4.877	3.6643	4.5289	4.1322	5.6613
ENSG00000147488.11	9.5918	10.2942	8.7416	8.6016	7.4799	8.4617	8.8319	7.4763	8.1024	8.1314	11.2217	8.6215	9.9518	8.772	7.9899
ENSG00000147509.14	4.665	4.4787	5.15	4.058	4.5567	5.1522	4.8758	5.0294	5.088	4.1955	4.5882	4.7282	4.2206	3.8148	4.6099
ENSG00000147526.20	13.6917	13.9241	13.9417	13.9417	13.8319	14.4217	13.9716	13.2523	13.7316	13.4118	13.4316	13.8918	13.7816	13.9216	13.232
ENSG00000147533.17	10.1517	10.3142	9.9217	10.0917	10.0316	10.8417	10.4817	10.2515	10.4017	10.2417	10.1817	10.3217	10.4617	10.4817	10.2916
ENSG00000147535.17	10.0817	10.1242	10.7317	10.3017	10.7217	9.5717	9.7118	11.8121	10.4117	9.9817	9.6018	10.0817	10.4617	10.1617	11.3519
ENSG00000147536.12	6.7824	6.6352	6.7512	6.9212	7.0693	6.9618	7.3124	6.3996	7.0432	6.5606	6.1638	6.851	6.5933	6.5536	6.9276
ENSG00000147548.17	12.3317	12.2042	12.1417	12.2417	12.2319	12.3517	12.3716	12.3622	12.4916	12.1218	12.0516	12.4118	12.5116	12.3516	12.1019
ENSG00000147570.10	5.0043	5.6761	5.4903	6.5011	3.8776	3.5632	7.9221	3.2846	6.1946	6.7407	6.3236	6.1805	6.3037	7.013	5.4497
ENSG00000147571.5	6.1828	7.1449	5.7005	4.9197	5.3129	4.0728	5.3646	2.6481	3.1073	4.8578	8.722	5.5498	0	3.2808	5.0861
ENSG00000147573.17	3.4992	3.901	2.3696	2.0466	2.583	3.793	3.4628	0	2.6081	2.4101	5.9841	1.0466	2.1791	4.2712	0
ENSG00000147576.17	7.7321	7.5947	8.0815	8.2215	8.2708	8.2118	7.0226	9.1806	7.9824	7.8413	6.9329	8.2115	8.1722	7.3827	8.8209
ENSG00000147586.10	8.3619	8.6744	8.5016	8.3816	8.641	8.5317	8.432	8.6497	8.6721	8.6215	8.3221	9.1116	8.9219	8.5721	8.7208
ENSG00000147588.7	4.3758	4.8477	5.15	4.3086	5.7452	8.2618	5.6241	5.6001	4.7199	5.4992	6.3835	2.889	5.4056	3.904	4.8331
ENSG00000147592.9	8.5719	8.2245	7.9015	8.1515	7.9405	8.7217	8.5919	8.9402	9.112	8.6915	8.2521	8.7015	8.9619	8.6021	9.1511
ENSG00000147596.4	0.9565	0	0.9903	0	1.1699	0	0	0	0	0	0.9183	1.0466	0.9136	0	0.0548
ENSG00000147601.14	9.4818	9.6343	9.6717	9.5617	9.6015	10.3617	10.2117	10.4316	10.0418	9.4416	9.7018	10.1117	10.0318	10.0518	10.3016
ENSG00000147604.14	14.5717	14.7941	14.7617	14.6517	14.8019	15.1417	14.6816	15.3524	14.9116	14.9818	14.7216	14.7418	15.2216	14.6716	15.4921
ENSG00000147606.9	7.0423	5.8958	7.7515	7.4414	6.4478	6.2319	4.8559	7.406	5.1577	5.5693	5.0464	7.3412	6.7132	6.9531	8.5406
ENSG00000147613.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147614.4	4.017	3.702	3.225	4.7494	4.7486	5.6221	5.9636	2.9035	5.3171	4.4966	5.4054	3.0201	2.8255	4.8978	5.3084
ENSG00000147642.17	10.5617	10.3042	11.6917	11.9417	11.9619	9.5517	9.0019	11.9322	11.5916	10.1817	9.7118	11.3317	11.6117	9.9318	10.1016
ENSG00000147647.13	4.0867	3.9906	3.5162	3.5162	6.8388	6.8719	5.3047	3.0023	3.8667	4.4966	4.8372	3.6643	3.7442	4.7186	3.2146
ENSG00000147649.10	12.4017	12.4442	12.3017	12.2217	12.0019	12.6317	12.8116	12.3022	12.4416	12.1718	12.3416	12.5818	12.5116	12.6416	12.622
ENSG00000147650.11	9.4718	9.4243	9.0316	9.4217	9.0613	9.4217	10.0417	8.9803	9.3019	9.1416	9.3818	9.5216	9.5818	9.4818	9.041
ENSG00000147654.15	9.0918	9.1343	9.2416	9.1616	9.3814	9.6017	9.4218	10.2215	9.5719	9.0616	8.9819	9.6717	9.9318	9.5118	9.9215
ENSG00000147655.12	3.0917	4.1499	3.6367	4.3086	2.2479	5.6221	5.7539	2.1681	2.1326	5.6895	4.5882	3.7849	2.8451	5.1269	4.904
ENSG00000147669.11	9.3818	9.6343	9.1616	9.2616	9.1913	10.0317	9.5818	9.2907	9.4619	9.4716	9.6118	9.5916	9.6818	9.7318	9.9315
ENSG00000147676.14	11.2717	10.7742	10.8017	10.6817	10.7217	8.1018	9.9418	11.232	11.4616	10.4317	10.3117	11.2017	11.3617	10.7017	12.412
ENSG00000147677.11	11.8917	12.2142	11.9317	11.9917	12.1119	12.3817	12.1717	12.3322	12.1816	12.0818	12.0216	12.1117	12.4916	12.1316	12.782
ENSG00000147679.12	9.6618	9.8142	9.5817	9.5917	9.6715	10.3417	10.1617	10.2716	10.0418	9.6916	9.9818	10.1917	10.2617	10.0618	10.3617
ENSG00000147684.9	10.3817	10.5742	10.4317	10.4617	10.7517	10.3117	10.1317	10.8018	10.5917	10.6717	10.3417	10.5917	10.6917	10.3317	10.3617
ENSG00000147687.19	8.7618	8.9043	8.8216	8.6816	9.1213	9.3217	8.6919	9.561	9.142	8.6015	8.752	9.0016	9.5618	8.772	9.7714
ENSG00000147689.16	4.1664	3.6026	1.0312	1.6214	0	2.5648	0.9372	1.4627	3.3631	3.8035	8.1222	1.6417	1.8683	0	8.8009
ENSG00000147697.9	5.3537	5.147	5.4303	5.7506	5.2425	5.2022	4.8359	4.4431	5.4865	4.3561	6.3535	5.3094	5.4554	5.4957	6.8674
ENSG00000147724.12	8.5619	9.2143	8.0515	7.3514	6.5481	7.1618	6.7028	5.4883	6.9933	6.5706	9.8918	6.951	7.1828	7.3627	5.8124
ENSG00000147753.9	0	0	0	0	0	0	0.5388	0	0	0	0	0	0	0.5173	0
ENSG00000147761.8	0	0	0	0	0	0	0.5388	0	0	0	0	0	0	0.5173	0
ENSG00000147789.15	9.6818	9.7043	10.0017	9.6617	9.9316	9.6417	9.5718	9.9613	9.5619	9.8517	9.6918	9.7217	9.6518	9.7218	9.5914
ENSG00000147799.11	7.5221	7.2848	7.8715	7.9715	7.9505	6.022	5.9137	7.7273	7.0033	7.3811	7.5425	6.941	6.933	6.6135	7.2084
ENSG00000147804.10	7.2822	6.4353	6.1309	6.7312	6.0666	4.7924	4.7362	6.0865	5.7157	6.9408	6.803	5.76	4.5289	4.7186	7.1984
ENSG00000147813.16	9.6618	9.4043	9.3117	9.5017	9.1813	8.2818	7.5923	8.6096	8.2123	9.6016	9.6918	8.8616	8.1822	7.9523	8.7508
ENSG00000147852.16	10.3117	10.2842	10.8517	10.5817	11.1318	11.5717	10.0817	11.4721	10.2617	10.2217	10.7717	10.3617	10.2017	9.5518	10.3717
ENSG00000147853.17	11.0517	11.0142	11.1017	11.0217	11.3818	11.3617	11.3817	11.5221	11.1417	10.7417	10.8417	11.4417	11.3217	11.1917	11.4319
ENSG00000147854.17	10.7617	10.7242	10.5017	10.7417	10.7017	10.9617	11.0917	10.9519	10.8417	10.6917	10.6217	10.8317	10.9917	11.0517	11.0218
ENSG00000147862.17	12.6317	12.5142	12.7717	12.6617	12.9119	13.8617	13.0816	13.3023	12.9216	12.4618	12.5116	13.1818	12.9816	12.9216	12.422
ENSG00000147869.5	1.5218	4.2894	2.6316	2.3696	2.8529	2.984	4.7861	3.7326	3.6887	3.0983	0.9183	2.889	1.8683	2.8279	3.7419
ENSG00000147872.10	11.8817	11.4942	11.2617	11.2217	11.1318	11.5817	11.6617	8.9602	10.1318	10.9917	11.2517	11.7317	10.8917	11.6116	10.0115
ENSG00000147873.5	1.5218	3.0763	1.0312	1.0312	1.8021	3.3035	0	0	2.1326	2.0846	2.4412	2.0694	1.4638	1.451	2.3597
ENSG00000147874.11	9.8117	9.7343	9.7817	9.6117	9.6015	10.4517	10.4117	9.7612	10.0118	9.4916	9.9118	10.0317	10.1717	10.2417	9.9515
ENSG00000147883.12	9.2618	10.1342	9.2016	9.4817	7.9905	11.5817	10.1117	7.8878	10.0018	10.2217	9.7218	9.5016	9.5218	10.1218	10.5117
ENSG00000147885.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147889.17	6.2028	7.0849	6.351	5.7306	5.4236	4.9923	4.9257	3.531	5.1876	6.9909	6.2737	5.069	5.0268	5.3262	5.5707
ENSG00000147894.17	10.1017	10.0942	10.1217	10.0817	9.7415	10.2317	10.7117	10.1315	10.8517	9.6416	9.8418	10.3217	10.7617	10.1417	10.1216
ENSG00000147896.3	6.9723	6.1955	6.9712	6.9412	6.0967	6.4919	6.8827	6.7524	7.1431	5.8097	5.535	6.7209	7.2927	7.043	6.0338
ENSG00000147905.17	9.4118	9.4343	9.4517	9.3117	9.3614	10.1117	10.0817	10.0514	10.3417	9.9817	9.5518	9.9617	9.9818	9.8118	10.4717
ENSG00000147912.13	8.8718	8.7944	9.2616	9.1016	9.1513	8.5517	9.1718	9.6711	8.842	9.0416	9.1519	9.1616	9.1919	9.3019	8.8609
ENSG00000147955.17	9.0318	9.4643	9.3517	9.6617	9.6015	9.5617	9.2118	9.1105	9.2419	9.8517	9.8618	9.4316	8.9619	9.2219	9.5313
ENSG00000147996.16	9.7018	10.0342	10.0617	10.2317	9.6115	10.0317	10.1017	10.6518	10.2017	8.9616	9.4618	10.4117	10.4517	9.9818	10.6017
ENSG00000148019.14	9.6318	9.5843	9.7617	9.5517	9.4414	9.9517	10.1317	9.7412	9.7818	9.7416	9.7718	10.2317	10.1317	10.1617	10.1616
ENSG00000148053.16	11.2717	10.9742	12.1217	11.8417	12.4219	12.9017	12.4716	13.4123	11.4616	11.9218	11.6917	12.7018	11.7416	11.1117	11.5419
ENSG00000148057.16	6.8324	7.2748	7.1513	7.2013	7.6602	7.1818	6.5629	7.1649	7.4528	6.7207	7.2926	7.3612	7.6724	7.2128	7.6293
ENSG00000148082.10	7.4321	7.6346	8.9316	7.7114	9.5115	7.5518	7.5723	9.1705	8.5122	8.6515	8.812	7.4612	7.6424	7.3527	8.8009
ENSG00000148090.12	9.3218	9.0443	9.2616	9.3917	9.6915	8.6617	8.7319	9.4609	9.3719	9.0616	8.712	9.5716	9.4718	8.922	9.3913
ENSG00000148110.16	10.8517	10.7842	10.7217	10.6517	10.5817	11.0417	11.1917	10.6117	10.8417	10.7517	10.7217	10.7717	10.8817	10.9617	10.7217
ENSG00000148120.16	10.5417	10.5842	10.6417	10.6317	10.7917	10.3517	10.0817	11.142	10.4317	10.6717	10.3817	10.6617	10.7717	10.4717	10.9618
ENSG00000148123.15	5.9131	6.5652	4.8696	4.6392	5.8356	4.7324	4.8758	4.8655	4.4119	4.7475	8.1022	4.2568	5.6549	4.5097	5.4497
ENSG00000148136.5	0.9565	0.948	0	1.0312	0	0.9909	0	2.1681	0	0	1.4701	2.0694	1.4638	1.451	1.2495
ENSG00000148143.13	10.6017	10.8642	10.7817	10.6317	10.2717	11.0817	11.1617	10.0714	9.9218	10.7517	11.4717	10.5217	10.4417	10.8417	10.3016
ENSG00000148153.14	9.6118	9.8542	9.6917	9.5517	9.6415	10.0017	9.9018	9.7011	9.9418	9.6216	9.8018	10.1417	9.8318	9.9118	10.0416
ENSG00000148154.10	12.0317	11.8242	11.4617	11.7417	11.3318	12.3317	12.3417	11.232	12.3416	11.6417	11.4717	11.9117	12.1816	11.8916	11.6919
ENSG00000148156.8	1.9343	0.948	1.6214	1.0312	2.583	1.9863	0	0	0.8857	1.6554	1.8756	2.3939	0	0	0
ENSG00000148158.17	10.9317	11.0042	11.1817	11.0317	10.7017	10.9717	11.3317	10.6117	11.1217	11.0517	10.9517	11.3817	11.0317	11.3917	10.8118
ENSG00000148175.13	12.4917	12.6541	12.2517	12.3817	12.3019	12.7317	12.9916	11.242	12.1716	12.5818	12.4816	12.3718	12.3916	12.6316	11.6219
ENSG00000148180.19	14.3217	14.4341	13.8217	14.0317	14.1719	15.8017	14.0716	13.5023	13.4116	15.0218	15.4216	13.8318	13.6716	14.0316	13.352
ENSG00000148187.18	9.9117	9.8842	10.0617	9.9717	10.1816	9.8917	9.7618	10.2816	10.2217	9.9017	9.7818	9.9917	10.0718	9.8218	10.2116
ENSG00000148200.17	8.8718	8.7044	9.5917	9.3917	9.8716	6.8219	7.2025	9.6911	8.8121	8.6615	7.2427	9.1016	8.692	8.5321	8.991
ENSG00000148204.12	4.1664	4.6482	5.4203	4.3787	3.4595	4.3026	4.7362	3.531	3.5899	4.8076	4.877	3.4028	3.1605	3.8148	2.9744
ENSG00000148215.4	3.3799	3.4833	3.6367	3.5162	4.6981	3.1537	3.0565	2.1681	2.7936	3.2698	3.3077	2.889	3.0125	2.8279	2.3597
ENSG00000148218.16	10.7617	10.7042	11.0817	10.9017	11.3018	10.4817	9.9418	11.312	10.4417	11.0117	10.5817	10.8417	10.3717	10.0518	10.8118
ENSG00000148219.16	10.2017	10.0842	10.4817	10.5517	10.8618	10.1917	10.3617	10.8418	10.3017	10.0117	9.9818	10.3517	10.4417	10.3717	10.7718
